id,comment,Label
273,Sushil Karra sir BJP Is leading gujrat since 1995. There is no connection in between but as mentioned in my earlier comment that we forget everything when religious matter comes in our Indian mind.,0
274,so he joined bjp,0
275,Nice zee,0
276,"WTF, a ruling party is not allowed to have their office in the state, Anna Hazare dont know how many offices BJP, Congress, SP, BSP have in Delhi and in other states....",1
277,"Yogi Adityanath, BJP could have opted someone else. Its UP not VHP. The way this man has given aggressive statements, it makes him only suitable for VHP & Bajarang Dal and not for CM post that too of UP. BJP has made an arrogant move. I am a supporter of BJP but not for this move.",1
278,Govt is also looking confused by changing its position on daily basis! Can change old notes Amt Rs 4000 then Rs 4500 and now Rs 2000,0
279,Aishwarya Hari Haran because it does not have any quality,0
280,One bogus is complaining against the other because of jealousy...,1
281,"He forgot to do some good work for l&t powai works mumbai, worker's, he destroy our life....",0
282,"Really, Indian Express? Please don't be the Express of the Indians that are perverse. Please be the Express of the Indians that need a voice to strive.",1
283,I salute for Indian armi hum Modi hi ke nahi apkey sath hai,0
284,Mr. Macchiwala I have spoken to Muslims in Gujrat and they were thankful to him because he saved their lives. I don't know where do you get this idea that Modi is responsible for riots.,1
285,Rahul sir u r very good analysis. U r very great bussinessman.,0
286,Its total admin of mistry business ...ratherr than...tata. Hope people can understand...,0
287,check khaleej times website ...This news is false,1
288,As per Zee News 405 for seats for BJP in UP. Total constituency is 403. Two seats given by Zee News on free of cost.,1
289,"raffael is pending -36 raffael cost more than 50,000 crore -means 15oo crore /raffael with weaponary system .already no fund with government to acquire 36 raffael ..russian ka -226 multirole chopper --may be on 2 years credit faciltity for indian defence ....",0
290,I hope this is not for army officers.Only use for killing terrorist.,1
291,ONLY 4 TIMES.....WE MEAN LIFETIME.......DEADLINE EXPIRES.....VERY EASILY ......IS IT A WELCOME OFFER....,0
292,Not the suporter His achievements in over 11 years as prime minister are equally impressive helped to found the Justice and Development (AK),0
293,Or rather shouldn't be allowed to,1
294,It's better that you should apply for Citizenship of your Favourite Country PAK & TALK WITH INDIA AS AN AMBASSADOR TO FULL FILL GOLDEN DREAM,1
295,By when can we see automated toll booths across the nations ...avoiding huge traffic blocks in highways ...,0
296,Jubin Mehta You rocked the stage with your finesse in curating TECH 30 !!!,0
297,Jahnavi Mukul your words,0
298,shut up please. no more... nation is gone to it's worst.,1
299,IS TRANSPARENCY THERE....IS ANY COUNTRY UNTOUCHED WITH CORRUPTION....? CAN E SEE...?,0
300,"Are you living in this planet or with 72 virgin hoors @user 1qbal, pls check Google or you tube, you will get what you want there, how disgusting you people are trying to distort the reality, shame on you",1
301,Who gives such information duh!!!!!,1
302,At least try to respect serving president. If don't get then learn from you parents,1
303,Well it looks like cnbc has no proper news left..,0
304,Napakis are greedy dogs.₪‘₪‘ Kick them if you see. Cheeeaap Napakis - thooooo.,1
305,It's stupid really.. Airtel gives faster access to a lot many sites while jio is selective. Talk of net neutrality. Airtel akela is ethical. Jio is for newbie internet users whose usage if just WhatsApp and maybe a Facebook app. Jio at workplaces suck. Airtel is the best bet!,1
306,The remarks are degrading of trans and the comparison is objectional,0
307,They won't see the career of employees they just see their benefits,0
308,UP one of most worst state in India doesen matter who ever rule,1
309,Trump is a crass politician. He is nothing like modi.,1
310,"Oh Pak army or should say porki hijada army whose country didn't excepted the bodies of their dickless coward army during kargil war,army which submitted infront of Indian army in 1971 and east Pakistan became Bangladesh...And hijada army couldn't even save school childrens from merciless killings and Indian forces really reached Lahore in 1965..",1
311,"If you think what the airline company did was WRONG, share this.",0
312,These days so many things like this on facebook.people harmonies going. disturb.This is not good.If any. Problem from noise then go to the police station.rather on facebook.,1
313,"It's a failed philosophy and failed model.Latest example is Food Riots and economic meltdown, 1000% inflation in Venezuela Country which has similar model.",1
314,May be she has given secretly ...how do u knw tat she iz nt concerned abt it ...n itz her wish to give or nt itz her money ..government has enough to serve pple for any calamity ....so i wish her good luck as she iz talented n work too much to earn dis position ....,0
315,Yes it's ok he not hurt cow he is innocent,0
316,INDIAN RAILWAYS. FOR NATIONS PROGRESS.,0
317,"Haha its is the Almighty God who created us, our prophets and this whole universe..not any human or object has created the same..read ur authentic books like Vedas and see what is written there..it is clearly written in Vedas that God has no image and nothing is like God..so how can we consider that Krishna who was a human being was a God??",1
318,Expect to be able to give guidance for FY18 by next quarter: NASSCOM,0
319,If BJP wins UP elections whether market will move above all time high 9119?,0
320,Jha DarshFor those who still brainwashed to think that terrorism has religion...........Which terror organisation did max no of terrorist attacks in the world ???? It's ULFA they r Hindus not Muslims. They did 749 conformed terrorist attacks .which terror organisation did maximum no of killings in the world ??? It's LTTE they killed more than 60000 innocents ( 3 times than Isis) . LRA Christian terrorist organisation killed more innocents than Alkhyda . Have ever seen it in western media . It's a western media propaganda to portray all terrorist as Muslim . In reality there r dormant nonmuslim terror organisation across the world like IRA ETA Antimatter Bala Maoists KKK The raising path etc..,1
