id,comment,clean_comment,Label
6941,"Anna hazare is a rss agent,,, ::: raghu ram rajan,",anna hazare rss agent raghu ram rajan ,1
6942,They should announce today how much they will reward after next Olympic medals..,announce today much reward next olympic medals ,0
6943,These all happen with absolute knowledge of the oil companies sales managers. Why didn't they take it for any actions?,happen absolute knowledge oil companies sales managers take actions ,1
6944,"Why so, you need lakh of Rs to have descent dinner. Don't you people use cards or don't know how to use cards. Idiots!",so need lakh rs descent dinner people use cards know use cards idiots ,1
6945,Good... People cannot have any opinion at all for 5 years,good people cannot opinion years,0
6946,"Had she been married to a service man, she wouldn't have given such a stupid statement. As they say, early marriage doesn't give you working brains.",married service man given stupid statement say early marriage give working brains ,1
6947,"One mean news finally,thank you.",one mean news finally thank you ,1
6948,We feel all IPL tamasha should be withdrawn..no fun..let all get serious ...let us protest all hand in hand ..to the terrorists shameful,feel ipl tamasha withdrawn no fun let get serious let us protest hand hand to terrorists shameful,0
6949,Ok papa Ji. Chinese should tc care of their own economy because IMF said Chinese have huge debt on dem.,ok papa ji chinese tc care economy imf said chinese huge debt dem ,0
6950,Let them kill each other. Dacoit parties both.,let kill other dacoit parties both ,1
6951,Cool..,cool ,0
6952,JP is answerable and responsible to deliver the flats already delayed by years. Govt. Action is required urgently.,jp answerable responsible deliver flats already delayed years govt action required urgently ,0
6953,"Why do you comment it has no sense here...pl wait and watch this govt for 60 months...and if you don't like don't vote, it's your decision...",comment sense here pl wait watch govt months and like vote decision ,1
6954,*PURE DESH ME AFRA TAFRI KA MAHOOL HAI...INDIA KI 98% JANTA GARIB HAI..YE MAAR ASLI 98% PE MARI HAI MODI JI NE..YE ACHA NHI KIYA BJP NE PURA VYAPARI VARG ROO RAHA HAI KHUN KE AANSU BJP WE SHAME ON YOU* *B.J.P..* *MODI..* *WE REALY SHAME ON YOU MODI JI..*, pure desh afra tafri ka mahool hai india ki janta garib hai ye maar asli pe mari hai modi ji ne ye acha nhi kiya bjp ne pura vyapari varg roo raha hai khun ke aansu bjp shame you b j p modi we realy shame modi ji ,0
6955,"Demonitisation brings a change to selected good candidate in coming Punjab, UP,Manipur,Goa election",demonitisation brings change selected good candidate coming punjab up manipur goa election,1
6956,All loudspeakers shd be banned. They r a public nuisance. The worst is non stop blaring during durga puja etc.,loudspeakers shd banned r public nuisance worst non stop blaring durga puja etc ,1
6957,Now in UP begin barbathi”× ”¥”¥”¥”¥’¥ specially target to Muslim...,begin barbathi specially target muslim ,1
6958,"that is true with USA policy @user, Iran,Iraq are some example.",true usa policy iran iraq example ,0
6959,I believe he has expressed my view as well,believe expressed view well,1
6960,They want nation to become a superpower . Becoming a superpower didn't only mean u make missile launch satellite or get million of foreign investment .where is infrastructure where the hell majority of population getting basic facility like healthcare. Water and education. Jst increase unemployment .......,want nation become superpower becoming superpower mean u make missile launch satellite get million foreign investment where infrastructure hell majority population getting basic facility like healthcare water education jst increase unemployment ,1
6961,Shame on you assholes showing some other video and making it a fake news u chooths i hope each one you at Abp news will rot in hell,shame assholes showing video making fake news u chooths hope one abp news rot hell,1
6962,Modi mhare bhai mare ja rha hain or tu kurta lga k hande hain,modi mhare bhai mare ja rha hain tu kurta lga k hande hain,0
6963,Rajeev Pillai.......feekkuuu....you don't worry about bjp,rajeev pillai feekkuuu you worry bjp,1
6964,@url Hye > hashtag First Make Ur Soldiers Brave then Talk About War Against Pakistan and SoCald Surgical Strikes, hye hashtag first make ur soldiers brave talk war pakistan socald surgical strikes,0
6965,Yes and hidden agenda is to empower Muslim people and not mulla's who are controlling Islam.,yes hidden agenda empower muslim people mulla controlling islam ,1
6966,For generations to come History will remember this decision of NAMO,generations come history remember decision namo,0
6967,"Don't Miss this Opportunity* No Investment Required,Only 2-3 hours working and earn Rs 500 - 2000 per day. Totally Geniune. We need serious candidates, Type ""INFO"" Send to WhatsApp now on this number 9749890410",miss opportunity investment required only hours working earn rs per day totally geniune need serious candidates type info send whatsapp number ,0
6968,hindu murdr in bngal till thy cular no frdom for hindu in bngal,hindu murdr bngal till thy cular frdom hindu bngal,0
6969,Horrible.,horrible ,1
6970,S Kumar Kumar dont talk like this. If i started to abuse you cant bear,kumar kumar dont talk like this started abuse cant bear,1
6971,Now you can join BJP A Imandar party.,join bjp imandar party ,1
6972,Respect is mutual...It won't come from one side or through appeasement,respect mutual it come one side appeasement,1
6973,"Sai Baba Dude, it is the truth. If you can't acknowledge and understand. Please try to think about it. you'll get it",sai baba dude truth can acknowledge understand please try think it get,1
6974,"Sharon did not say, ""American English"", after reading her comment more carefully. She said, ""in American English"", so I believe it was a typo and she actually meant to say, ""in America, English should be the official language.""",sharon say american english reading comment carefully said in american english believe typo actually meant say in america english official language ,0
6975,Haִ÷lo shobana wen are u coming bk 2 Uganda we are missing u,halo shobana wen u coming bk uganda missing u,0
6976,Where was this Kapil Mishra when all the corruption was happening? Why didn't he uttered a word then?,kapil mishra corruption happening uttered word then ,0
6977,Shame on these people for disregarding honourable supreme court verdict.,shame people disregarding honourable supreme court verdict ,0
6978,can Sonia think of anybody beyond Rahul to lead the party through election?,sonia think anybody beyond rahul lead party election ,1
6979,"Malice Vineet U r neither a SICULAR , nor a student of JNU...Your argument is invalid ... !!!!",malice vineet u r neither sicular student jnu your argument invalid ,1
6980,Why doesn't he give up CM post if he wishes to continue as convener,give cm post wishes continue convener,0
6981,You are crook,crook,1
6982,Yes u r rit and people like u can always pull legs...,yes u r rit people like u always pull legs ,1
6983,No we do not Sharon Kuhn. Most of us Americans stand by Palestine. Not a country that was placed on top of a country by the western countries to get control of that region. STAND STRONG PALESTINE,sharon kuhn us americans stand palestine country placed top country western countries get control region stand strong palestine,0
6984,"Other than the WiFi facilities, AAI officials said soon another ATM machine will also be installed in the departure terminal of the airport.",wifi facilities aai officials said soon another atm machine also installed departure terminal airport ,0
6985,"I think this is a good move, need some one from outside the group...",think good move need one outside group ,0
6986,At least ..some body have some gut's who have a courage to change something who never did in the history in favour of our country .. admiring personality Mr modi.,least some body gut courage change something never history favour country admiring personality mr modi ,1
6987,"Prayer of the Muslims.. They pray early in the morning 4 o clock using loudspeakers, to which Sonu has a problem because of noise pollution..",prayer muslims pray early morning clock using loudspeakers sonu problem noise pollution ,1
6988,"Mr. Macchiwala, please have some sense. This govt has done so much better than Congress. Don't mislead people.",mr macchiwala please sense govt done much better congress mislead people ,1
6989,Yeah and you bury seculars with salt .... This was your statement? Right ?,yeah bury seculars salt statement right ,1
6990,Its called hashtag :D. ban cow slaughter now Pakistani army will eat you.,called hashtag d ban cow slaughter pakistani army eat you ,1
6991,Clean energy Wind and Solar should be a number one priority - in parallel with focussing upon efficiently use all sources of power.,clean energy wind solar number one priority parallel focussing upon efficiently use sources power ,0
6992,Namo namo good job I m proud of you are our pm,namo namo good job proud pm,0
6993,Expect the budget to be populist from a consumer point of view: Rajiv Memani,expect budget populist consumer point view rajiv memani,0
6994,A way to cause destruction between the pious relationship between Hindu brothers n Muslim's such coward people don't deserve to be here... peace hater's.... instead of banning loudspeakers u should try to impose ban on alcohol 'a social evil which u drink on large quantity... u should ban on nudity of Bollywood movies which cause increase in social crime....,way cause destruction pious relationship hindu brothers n muslim coward people deserve here peace hater instead banning loudspeakers u try impose ban alcohol social evil u drink large quantity u ban nudity bollywood movies cause increase social crime ,1
6995,What is all this copy paste?,copy paste ,1
6996,Yes. Because now bjp has taken charge. Sunny please leave this country else you will be beaten to death.,yes bjp taken charge sunny please leave country else beaten death ,1
6997,Arrest that corrupted judge. I think corrupted Government and Corrupted judges deserve death sentence like those traitors,arrest corrupted judge think corrupted government corrupted judges deserve death sentence like traitors,1
6998,@user. Please make better use of the Rs/- 500 you get from Pakistan. Fund this guy's ˜ English Language coaching classes. ˜‚ ˜‚ ˜‚, please make better use rs get pakistan fund guy english language coaching classes ,0
6999,Anna speaks selectively. I am also from maharashtra and also observe his inclinations towards few and hatred towards others,anna speaks selectively also maharashtra also observe inclinations towards hatred towards others,1
7000,"Not have any mind he is prime minister ::;;;;;of our country feel a shame ::: good his job but he wht think of poor people :::: we are poor people working in others country """""" wht he do of us ::: nothing change our sallery bug everything change oglf good ""'' talking about past::why no talking about now and futcher",mind prime minister of country feel shame good job wht think poor people poor people working others country wht us nothing change sallery bug everything change oglf good talking past why talking futcher,1
7001,yeah .. BJP too thought they will stay in Punjab and Goa,yeah bjp thought stay punjab goa,0
7002,Please attack Pakistan massively in the same manner the way they love to do so,please attack pakistan massively manner way love,1
7003,great decision...will send a signal to all power hungry people wanting to jump to AAP,great decision will send signal power hungry people wanting jump aap,1
7004,Cows are definitely gonna vote for Modi ji in 2019 ;),cows definitely gonna vote modi ji ,1
7005,BEST TEST OF PATRIOTISM - LET PEOPLE DIE CHANTING VANDE MODI WITHOUT MONEY AND FOOD LIKE IN BRITISH RULE,best test patriotism let people die chanting vande modi without money food like british rule,0
7006,Awwww congratulations to the lovely couple!! Definitely a dream come true for the two of you ˜,awwww congratulations lovely couple definitely dream come true two ,0
7007," Great¾ Post•5˜· star ‘₪Indian Express, ׀½־±־½ׁ” ־± „“ֿƒ־½ׁ”„“ׁƒ Sunday 8 ׂ“־µ־µ„“ ׳ ֿ…sׁ‚ ׀¸ֿƒֿ‰ _ Indian Express :3 ־²א¹ׁ‚־²א¹ss –¶ Priyajeet Jena Bapuni ¨ BotBoss .Top ”›", great star indian express sunday s indian express ss priyajeet jena bapuni botboss top ,0
7008,"Lol, about 55% of Kerala's population are Hindus, and most don't have a problem with it. What makes it YOUR moral right to speak for them? 55% of the population wrong? Or you don't get maths and logic? Go on, blah blah blah...beef...aiyyo!",lol kerala population hindus problem it makes moral right speak them population wrong get maths logic go on blah blah blah beef aiyyo ,1
7009,Rahim Rahim you make it sound as if pork is divine in your culture and that is why you abstain from eating it. Infact Beef and pork are not eaten by Hindus and muslims respectively for totally different reasons.,rahim rahim make sound pork divine culture abstain eating it infact beef pork eaten hindus muslims respectively totally different reasons ,0
7010,"Respected Person, pl all areas Handover to India Army and order to shootout every naksaliyon",respected person pl areas handover india army order shootout every naksaliyon,1
7011,nahaz vai u should also consume pork to prove ur secularism,nahaz vai u also consume pork prove ur secularism,1
7012,"There are few e-commerce models in the market raking in windfall gains, what's up with SD...Why can't this company follow the pattern!! The onus lies on the management that is overseeing the critical processes. Either management or the way processes are being handled or both need to be scrutinized & rectified. Employees are main drivers, why axe their jobs??",e commerce models market raking windfall gains what sd why can company follow pattern onus lies management overseeing critical processes either management way processes handled need scrutinized rectified employees main drivers axe jobs ,0
7013,"its not money. its appreciation by nation. when they deserve for their hardwork they should get. and if talk about money pouring, what about virat kohli and dhoni and others who make crores.",money appreciation nation deserve hardwork get talk money pouring virat kohli dhoni others make crores ,0
7014,"א₪¸א₪°א¥א₪א₪¿א₪•א₪² א₪¸א¥א₪א¥א₪°א₪¾א₪‡א₪• א₪¸א¥‡ א₪­א¥ א₪א₪¡א₪¼א₪¾ א₪•א₪¦א₪:registered: א₪‰א₪ א₪¾א₪¯א¥‡א₪—א¥ א₪¸א¥‡א₪¨א₪¾, א₪א₪• א₪א₪• א₪¶א₪¹א₪¾א₪¦א₪₪ א₪•א₪¾ א₪א₪¦א₪²א₪¾ א₪²א₪¿א₪¯א₪¾ א₪א₪¾א₪¯א¥‡א₪—א₪¾", registered ,1
7015,This is not public videos mc that is ur videos,public videos mc ur videos,1
7016,Doggy Raja will not come up... He is always want to alive in media by doing cheap publicity stunt .,doggy raja come up always want alive media cheap publicity stunt ,1
7017,Good,good,0
7018,And what makes her think that it's ok to spend just an hour with a puppy? Obviously she's never lived with a pet,makes think ok spend hour puppy obviously never lived pet,1
7019,This time your post is much more positive then previous one Sir @udayan mukherjee :D,time post much positive previous one sir mukherjee d,0
7020,kamlesh where is my 15 lakh as promised by our PM that if black money is brought back?,kamlesh lakh promised pm black money brought back ,1
7021,Sonia Pls give your view on Tcs I am in short position in this script.??Should i exit??,sonia pls give view tcs short position script should exit ,0
7022,"My humble request to join 'Delhi Justice Appeal' on FB we need your help to spread the word in social media.... BLACK DOT, and protest peacefully...Start the revolution, MEDIA Please HELP US PEOPLE.. THIS IS START OF SOMETHING GOOD..",humble request join justice appeal fb need help spread word social media black dot protest peacefully start revolution media please help us people start something good ,0
7023,This is absolutely right everyone has the right to choose what they want to eat or not..,absolutely right everyone right choose want eat not ,1
7024,In Bull market any rally is fair u should buy only fundamental scrips to survive,bull market rally fair u buy fundamental scrips survive,0
7025,"honourable former pm we common people don't know which is plundering work or not but think the demonetization scheme will help country for future development and it is not such plunder like 2g scam,coal block.....if you think it will decline GDP and plunder work we will accept it like other....",honourable former pm common people know plundering work think demonetization scheme help country future development plunder like scam coal block if think decline gdp plunder work accept like other ,0
7026,Neil Khurana not believing in any court any justice system is part of ur thinking as from mao to naxal in india u always maintaining kill everyone who don't believe in communism.......,neil khurana believing court justice system part ur thinking mao naxal india u always maintaining kill everyone believe communism ,1
7027,Found validity in the comments made by founders on Rajiv Bansals severance pay: Infosys Chairman,found validity comments made founders rajiv bansals severance pay infosys chairman,1
7028,"True face of Shiv Sena on public display, no more vote for SSena! Look at Shiv Sena defending its goon MP! That's why I call this an eye opener for Voters!",true face shiv sena public display vote ssena look shiv sena defending goon mp that call eye opener voters ,1
7029,Its very sad we lost our 2 jawans. Army should have taken action at same time. Why should army wait for idiotic politicians decisions and advice. Due to senseless politicians we are losing life's of Jawans. Surfical strike is done by our brave solders with the guidence of our senior officers. None of officers or solders name came on headlines except politicians. Still political using its for political gains. Thls leaders should spend 1 hour on border then they realise.,sad lost jawans army taken action time army wait idiotic politicians decisions advice due senseless politicians losing life jawans surfical strike done brave solders guidence senior officers none officers solders name came headlines except politicians still political using political gains thls leaders spend hour border realise ,0
7030,Hi Anuj Does MOIL also falls in your Metal Bull Market theory ...,hi anuj moil also falls metal bull market theory ,0
7031,How the Pakistani soldier mutilates an Indian BSF jawan? By entering in to loc? Don't make fool of your nation.,pakistani soldier mutilates indian bsf jawan entering loc make fool nation ,0
7032,Nation shd stop every religious noise in fine morning ...as people feel disturbed ...sonu nigam said about azan ...but wen noise comes frm any religious song or pray in the time of exam ...we feel disturbed ...every religion shd b restricted,nation shd stop every religious noise fine morning as people feel disturbed sonu nigam said azan but wen noise comes frm religious song pray time exam we feel disturbed every religion shd b restricted,1
7033,Who care what she eat... Even she eat poo we don't care,care eat even eat poo care,1
7034,finest marketing experience -luxury of buying ideas -cnbc tv 18,finest marketing experience luxury buying ideas cnbc tv ,0
7035,"such a talkative, your weapon is talking that world knows!",talkative weapon talking world knows ,1
7036,"LOL Ok. How's that search for King David going? Still can't find him, eh? How many more Palestinian homes will you destroy in your search for a mythical figure?",lol ok how search king david going still can find him eh many palestinian homes destroy search mythical figure ,1
7037,"Pinky Patel: true, for publicity ppl r willing to go to any gutter level",pinky patel true publicity ppl r willing go gutter level,1
7038,The best pm the best leader for india...he needs our support. He will deliver. God bless india!,best pm best leader india he needs support deliver god bless india ,0
7039,Zakir Musa also studied Engineering at Chandigarh but turned to be Top Hizbul Militant n killed our security pers. Kashmiri r pelting stones at our sec pers in J&K. So how can Kashmiri still expect good treatment from Chandigarh . First condemn ur Kashmiri ppl n ask them to behave like human beings if they want same in reciprocation.,zakir musa also studied engineering chandigarh turned top hizbul militant n killed security pers kashmiri r pelting stones sec pers j k kashmiri still expect good treatment chandigarh first condemn ur kashmiri ppl n ask behave like human beings want reciprocation ,1
7040,"Ashok gajapati point taken sir but these days airline employees behaviour too rude towards customer meay be you are not monitoring sir , kindly setup escalation desk where customer can share feedback ( but help desk for help the customer not for formality)infact recently noticed airline not in serving water in flight majority of domestic airlines if these people's asking drinking water they are charging , may be you did not travel in economic class or as lay man but since they people come with low fare , airlines services become worst day by day! Food OMG these people served cold food when u ask for hot they sir this room temperature ˜­! I am not here to take anyone side just sharing my own view regarding airline!",ashok gajapati point taken sir days airline employees behaviour rude towards customer meay monitoring sir kindly setup escalation desk customer share feedback help desk help customer formality infact recently noticed airline serving water flight majority domestic airlines people asking drinking water charging may travel economic class lay man since people come low fare airlines services become worst day day food omg people served cold food u ask hot sir room temperature take anyone side sharing view regarding airline ,0
7041,Frank Lopez. Christianity is the established religion in these United States of America.,frank lopez christianity established religion united states america ,0
7042,Reporters should take the reaction of people who elected him,reporters take reaction people elected,0
7043,why Hind Sugar is not moving even when all other stocks make good rally ?,hind sugar moving even stocks make good rally ,0
7044,To big players world,big players world,0
7045,"I am proud to see my mizo fellows doing thing like this,hope this is an example for other Indians.",proud see mizo fellows thing like this hope example indians ,0
7046,He compared it with regard to infant mortality. Having 100% literacy rate doesn't give right to kill infants.,compared regard infant mortality literacy rate give right kill infants ,0
7047,Unions only want money for their members but what about work?,unions want money members work ,1
7048,And thwse are the guys who used to have mile long queues in their country for bread and potato,thwse guys used mile long queues country bread potato,1
7049,CBI and other Govt Dept r ruled and commanded by corrupt and criminal minded people already so Dawood is no more needed.,cbi govt dept r ruled commanded corrupt criminal minded people already dawood needed ,0
7050,do you believe this news ? .....lets us assume even if the news is real .....p.m election campaign from 2014 - total number of days wasted -45,believe news lets us assume even news real p m election campaign total number days wasted ,1
7051,Dear all we salute Mr.Narendra Modi Sir the words witch has Promise Before Election Black Money Non Tax able Amount will be Banned. The same has proved by Our Daring Real Horn able PM. Mr. Narendra Modi Sir. and also we hope the except no one can do and vont do except. Horn able PM. Mr. Narendra Modi Sir.,dear salute mr narendra modi sir words witch promise election black money non tax able amount banned proved daring real horn able pm mr narendra modi sir also hope except one vont except horn able pm mr narendra modi sir ,0
7052,"Kumar is kumar, he is the only hope of AAP..",kumar kumar hope aap ,0
7053,Hope to achieve target of 2 million Aadhaar enabled POS by September: Electronics & IT Secy,hope achieve target million aadhaar enabled pos september electronics secy,0
7054,Haters gonna hate...@user seculars....Pseudo seculars are the most dangerous people now. Days...Indian Express is the most vulnerable to people's unity...It's the most pseudo secular news channel..,haters gonna hate seculars pseudo seculars dangerous people now days indian express vulnerable people unity it pseudo secular news channel ,1
7055,And Modi has fulfilled your hopes by constituting LOKPAL....your main motive towards India-against-corruption agitation was to depose the congress government.....,modi fulfilled hopes constituting lokpal your main motive towards india against corruption agitation depose congress government ,1
7056,Pigs lust for blood never ends until they are all eliminated,pigs lust blood never ends eliminated,1
7057,"Killing Kurds , yazidis , collaborating with ISIS and you r terming them ummahs best leader in the world. Nonsense. Pakistan is also ur ummah then",killing kurds yazidis collaborating isis r terming ummahs best leader world nonsense pakistan also ur ummah,1
7058,"for nutty professor when you inhale oxygen have to exhale carbon di oxide ---you benjamin nut ,do not come out of the grave ,go back to the grave ....from ghost hunter liquidation in drops",nutty professor inhale oxygen exhale carbon di oxide you benjamin nut do come grave go back grave from ghost hunter liquidation drops,0
7059,It's open jungle Raaz.,open jungle raaz ,1
7060,Buy gold/gold mining stocks that's the only way to financially benefit from this event. I have already put in my order ¼ Gold will rally to $1500 -$1700 on back of Trump election,buy gold gold mining stocks that way financially benefit event already put order gold rally back trump election,0
7061,Long live respacted Tayyap Erdogan ...allah blessed u .. Best leader of d world ...,long live respacted tayyap erdogan allah blessed u best leader world ,0
7062,Hi Sundar Please deploy a team creating software to help India's Income tax department to identify people with loads undeclared black money based on their online spends and acknowledgements of spending to their emails.. compaeing those big ticket purchases against their income declarations. India's IT people( Income Tax officials as well as salaried Information Technology professionals) will be thankful to Google and you for this!,hi sundar please deploy team creating software help india income tax department identify people loads undeclared black money based online spends acknowledgements spending emails compaeing big ticket purchases income declarations india people income tax officials well salaried information technology professionals thankful google this ,0
7063,Right you are,right,0
7064,"I dont see how.......... This governor is very different from the older ones, he seems to be very slow and dependant rather than new and rational",dont see how governor different older ones seems slow dependant rather new rational,0
7065,"IS INDIAN CONSTITUTION MAINLY FROM ""FRANCE & IRELAND""...IS IT SO...? DOES THAT MEAN OTHERS ARE SLAVES...?PLEASE TELL THE DEADLINE HOW LONG WILL WE BE RULED....?",indian constitution mainly france ireland is so mean others slaves please tell deadline long ruled ,1
7066,Han bhai chutiya hu me...i prefer humans over cows.... Development over rhetoric....facts over hoax....truth over media....and sleep over messing with u... Good night.,han bhai chutiya hu me i prefer humans cows development rhetoric facts hoax truth media and sleep messing u good night ,0
7067,"Haha peace from pakistan wow . come on Fatima Farooque don't waste ur time here it's just a normal view of a Singer and In india u have freedom of speaking whatever views v have, anyways how is kasab is he in jannat with 72 virgins.do u have any views on isis or triple talaque , even that is part of Islam right. Hope u don't face triple talaq in ur life will pray to Allah for ur safe marriage.",haha peace pakistan wow come fatima farooque waste ur time normal view singer india u freedom speaking whatever views v have anyways kasab jannat virgins do u views isis triple talaque even part islam right hope u face triple talaq ur life pray allah ur safe marriage ,1
7068,Is u have any pain on Lokpal or Modi Govt. to weaken RTI Mr.Anna . You lost your credibility I thought during your movement that u r statesman but today I think u r a typical modern time Leader. I Also feel ashamed on Me that one day I was also a part of your movement becoz earlier people or I can say Congress was much much better then these rulling Govt.,u pain lokpal modi govt weaken rti mr anna lost credibility thought movement u r statesman today think u r typical modern time leader also feel ashamed one day also part movement becoz earlier people say congress much much better rulling govt ,1
7069,"WHOSE JOB IS TO SOLVE FOLLOWIING PROBLEMS or WHOSE FAILURE ---- ןƒ° Approx.10000 Police Stations out of approx. 15000 Police Stations across country are in Rural Areas. ןƒ° Approx. 5 Lakhs police posts are lying vacant in sanctioned strength of Approx. 22 lakhs Indian Police Force at National Level. ןƒ° Only 10 vehicles/ 100 policemen at national level at National Level. ןƒ° Approx. 188 Police Stations do not have vehicles at National Level. ןƒ° Approx. 402 police stations do not have Telephone Lines at National Level. ןƒ° Approx. 134 police stations do not have wireless stets at National Level. ןƒ° Approx. 65 police stations do not have both, Telephone Lines & Wireless sets at National Level. ןƒ° No Special Mission/ micro-mission in relation to Prison Department in-line with ˜Indian Police Mission. ] ” OUTCOME :: HOW WOMEN WILL EVER BE SECURED ??? IS IT ONLY STATE'S FAILURE or BOTH (CENTRAL & STATE) ARE EQUALLY GUILTY ??? WHY SELECTIVE !!!!?????”",whose job solve followiing problems whose failure approx police stations approx police stations across country rural areas approx lakhs police posts lying vacant sanctioned strength approx lakhs indian police force national level vehicles policemen national level national level approx police stations vehicles national level approx police stations telephone lines national level approx police stations wireless stets national level approx police stations both telephone lines wireless sets national level special mission micro mission relation prison department in line indian police mission outcome women ever secured state failure central state equally guilty selective ,1
7070,#ENTERTAINMENT Who is your favourite Bollywood mother?,entertainment favourite bollywood mother ,0
7071,There is a difference between being a goon and being branded as a goon by congress and other so called secular minded parties ..... these are all desperate statements by pro anti national elements who are shivering in their boots....will he talk in the same tenor about Owasi Brothers who are a big pain in this nation as they have not done any justice to minorities but only spend time vomiting venom upon Hindus,difference goon branded goon congress called secular minded parties desperate statements pro anti national elements shivering boots will talk tenor owasi brothers big pain nation done justice minorities spend time vomiting venom upon hindus,1
7072,Who will be be headeding 100 Pakistani soldiers?? TV channel? Or through Yoga,headeding pakistani soldiers tv channel yoga,1
7073,solar powered cooking reduces cooking gas -reduces L.P.G demand,solar powered cooking reduces cooking gas reduces l p g demand,0
7074,Shame on Indian Express,shame indian express,1
7075,"Indian express paper is one the waste paper in India, it got disappeared from market,",indian express paper one waste paper india got disappeared market ,1
7076,"SENSEX FLEW ""TOOOOOO HIGH""...WITHOUT ""THEORIES""...LET'S SEE HOW LONG...""IF IT CAN FLY TO MARS""...BECAUSE IT'S NOT SATISFIED....",sensex flew toooooo high without theories let see long if fly mars because satisfied ,0
7077,If this fellow have spine let him face elections and win loksabha seat instead of entering parliament via back door.,fellow spine let face elections win loksabha seat instead entering parliament via back door ,0
7078,Fathered by Bangladeshi Muslim ??,fathered bangladeshi muslim ,0
7079,"Dear Indian Express, I feel sorry to write that your journalists are out there to misinterpret events and present them in a distorted manner just to make some sensational headlines. The news about upcoming singer Nahid Afreen has been prepared without proper research and investigation. It was very sad to see that your journalists don't even know the difference between fatwa and appeal. A fatwa is a non-binding legal opinion issued only by a qualified jurist (Mufti) on a request by someone who is unable to understand religious guidelines whereas the leaflet that is being circulated and presented as Fatwa is just a hard copy of an appeal signed by 46 men who believe in religious practices. The merit of appeal can be discussed on many grounds and in many dimensions but first and foremost, an appeal can not be called a legal opinion (Fatwa). We expect apology from your side for such a mistake.",dear indian express feel sorry write journalists misinterpret events present distorted manner make sensational headlines news upcoming singer nahid afreen prepared without proper research investigation sad see journalists even know difference fatwa appeal fatwa non binding legal opinion issued qualified jurist mufti request someone unable understand religious guidelines whereas leaflet circulated presented fatwa hard copy appeal signed men believe religious practices merit appeal discussed many grounds many dimensions first foremost appeal called legal opinion fatwa expect apology side mistake ,1
7080,Yes definitely berger paint would be a multi bagger for long term,yes definitely berger paint would multi bagger long term,0
7081,printing new notes cost money and those banned costed and was all waste .. why dosent he get forign bank details of his political party people,printing new notes cost money banned costed waste dosent get forign bank details political party people,1
7082,& gau rakshaks for violence against minorities, gau rakshaks violence minorities,1
7083,"WTF is this??? How r v, the meritorious general category public supposed to survive???",wtf this r v meritorious general category public supposed survive ,1
7084,"Azam Khan shud refer to the Congress to which dogs were they referring to! Modiji just passed a repartee to khadge's comments ! Azam Khan, as usual, adding fuel to the fire! He & his breed will not let peace prevail between the two communities!",azam khan shud refer congress dogs referring to modiji passed repartee khadge comments azam khan usual adding fuel fire breed let peace prevail two communities ,1
